Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1RS1CS,2021.12,1058.76,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CT,2016.06,1144.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2016.09,1171.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2016.12,1197.454,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2017.03,1202.649,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2017.06,1193.289,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2017.09,1194.333,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2017.12,1198.484,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2018.03,1223.918,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2018.06,1254.291,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2018.09,1265.472,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2018.12,1262.02,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2019.03,1273.495,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2019.06,1324.949,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2019.09,1368.201,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2019.12,1364.251,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2020.03,1314.261,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2021.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2021.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2021.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2021.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS2CA,2016.06,2024.111,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2016.09,2130.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2016.12,2212.397,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.03,2106.601,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.06,2214.264,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.09,2272.563,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.12,2304.067,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.03,2159.722,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.06,2395.334,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.09,2434.241,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.12,2441.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.03,2366.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.06,2520.395,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.09,2562.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.12,2553.098,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.03,2364.816,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.06,1934.127,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.09,2505.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.12,2674.758,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2021.03,2519.283,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2021.06,2801.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2021.09,2514.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2021.12,2822.473,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CS,2016.06,2024.111,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2016.09,2130.915,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2016.12,2212.397,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2017.03,2106.601,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2017.06,2214.264,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2017.09,2272.563,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2017.12,2304.067,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2018.03,2159.722,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2018.06,2395.334,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2018.09,2434.241,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2018.12,2441.75,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2019.03,2366.432,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2019.06,2520.395,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2019.09,2562.344,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2019.12,2553.098,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2020.03,2364.816,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2020.06,1934.127,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2020.09,2505.344,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2020.12,2674.758,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2021.03,2519.283,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2021.06,2801.277,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2021.09,2514.549,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CS,2021.12,2822.473,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS2CT,2016.06,2002.846,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2016.09,2143.57,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2016.12,2171.08,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2017.03,2155.324,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2017.06,2193.309,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2017.09,2285.165,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2017.12,2252.312,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2018.03,2242.875,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2018.06,2340.854,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2018.09,2450.155,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2018.12,2415.056,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2019.03,2414.409,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2019.06,2490.869,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2019.09,2580.589,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2019.12,2505.735,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2020.03,2337.013,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2020.06,2296.097,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2020.09,2490.182,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2020.12,2593.559,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2021.03,2650.29,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2021.06,2643.191,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2021.09,2668.586,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RS2CT,2021.12,2714.837,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Other Services,Current prices,Trend,
BDCQ.SF1RSCA,2016.06,3079.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2016.09,3292.213,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2016.12,3456.216,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2017.03,3317.373,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2017.06,3327.254,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2017.09,3453.172,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2017.12,3537.993,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2018.03,3409.471,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2018.06,3550.493,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2018.09,3750.16,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2018.12,3719.97,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2019.03,3688.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2019.06,3747.633,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2019.09,3964.319,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2019.12,3963.263,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2020.03,3737.409,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2020.06,2725.244,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2020.09,3731.055,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2020.12,3926.369,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2021.03,3845.028,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2021.06,4194.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2021.09,3832.04,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCA,2021.12,3907.783,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Unadjusted,
BDCQ.SF1RSCS,2016.06,3083.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2016.09,3299.443,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2016.12,3468.479,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2017.03,3329.558,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2017.06,3338.245,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2017.09,3461.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2017.12,3544.736,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2018.03,3422.973,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2018.06,3561.401,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2018.09,3756.149,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2018.12,3729.045,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2019.03,3695.357,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2019.06,3738.202,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2019.09,3953.484,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2019.12,3951.142,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2020.03,3728.971,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2020.06,2725.244,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2020.09,3731.055,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2020.12,3926.369,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2021.03,3845.028,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2021.06,4194.699,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2021.09,3832.04,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCS,2021.12,3907.783,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Seasonally adjusted,
BDCQ.SF1RSCT,2016.06,3109.491,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Trend,
BDCQ.SF1RSCT,2016.09,3300.73,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Trend,
BDCQ.SF1RSCT,2016.12,3415.864,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Trend,
BDCQ.SF1RSCT,2017.03,3365.431,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Trend,
BDCQ.SF1RSCT,2017.06,3347.186,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Arts, Recreation and Other Services",Current,Trend,
